,contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
832,mm-cloud-bot,184,1,5,1,0.2,0.928,0.204,2.47,0.792,0.527,36.8,3.0,75.592,0.748,2.0,1.0,1.0,0.0,0.0,0.0,13.143,3.5,27.208,0.729,7.5,8.712,0.467,19.521,0.678,4.128,3.679,0.548,5.495,0.661,3.464,,,0.0,0.0,,184.0,184.0,0.0,0.0,0.0,bot
835,mobilesdk-bot,59,1,1,1,1.0,35.594,1.349,56.512,0.739,45.971,59.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,59.0,59.0,0.0,0.0,0.0,2064.427,2064.427,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,59.0,59.0,0.0,0.0,0.0,bot
836,modular-magician,263,5,9,4,0.444,0.065,0.001,0.236,0.868,0.025,29.222,35.0,24.253,0.405,25.0,2.0,2.0,0.0,0.0,0.0,1.556,1.0,1.159,0.248,1.0,0.044,0.0,0.229,0.866,0.0,0.057,0.002,0.241,0.88,0.024,0.088,0.002,0.3,0.877,0.033,52.6,49.0,42.53,0.374,38.0,bot
838,moonwalker-bot,132,5,3,1,0.333,10.839,0.001,81.659,0.98,0.002,44.0,44.0,13.0,0.131,13.0,3.333,3.0,1.528,0.2,1.5,26.4,23.0,9.154,0.17,10.0,168.624,2.09,361.708,0.785,24.134,144.189,35.706,239.601,0.657,136.789,17.079,0.002,102.293,0.972,0.007,26.4,3.0,37.733,0.639,39.0,bot
840,moul-bot,90,6,17,5,0.294,23.454,0.616,58.127,0.808,18.962,5.294,2.0,7.287,0.592,5.0,1.529,1.0,0.717,0.226,1.0,3.0,2.0,3.667,0.487,2.75,15.824,0.025,27.547,0.568,17.141,55.609,33.107,91.269,0.659,56.472,36.637,6.19,81.093,0.779,46.232,15.0,4.5,23.875,0.667,13.75,bot
841,moz-wptsync-bot,168,6,2,1,0.5,1.528,0.007,4.282,0.846,0.897,84.0,84.0,90.51,0.381,64.0,4.0,4.0,2.828,0.25,2.0,12.0,9.0,11.916,0.486,16.75,16.125,2.124,28.002,0.672,17.937,2.265,1.415,1.883,0.445,3.053,1.33,0.001,4.167,0.865,0.537,28.0,35.5,21.185,0.365,34.5,bot
842,mozmarrobot,300,3,2,2,1.0,1.698,0.286,4.902,0.775,0.957,150.0,150.0,185.262,0.437,131.0,2.0,2.0,1.414,0.25,1.0,11.111,2.0,18.327,0.688,10.5,13.811,0.192,26.813,0.634,11.033,5.186,1.907,11.427,0.713,4.065,1.655,0.358,3.045,0.68,2.074,100.0,5.0,164.545,0.633,142.5,bot
844,mqube-bot,201,7,8,1,0.125,3.542,0.016,16.082,0.951,0.085,25.125,22.5,10.934,0.211,9.0,6.625,7.0,0.518,0.035,1.0,7.444,7.0,5.323,0.262,1.0,1.521,0.059,5.918,0.909,0.08,25.666,1.522,38.072,0.701,33.92,3.141,0.014,14.532,0.951,0.062,28.714,24.0,15.359,0.209,4.5,bot
851,mrsflux,179,4,10,1,0.1,11.738,0.001,62.061,0.958,0.095,17.9,13.0,16.468,0.44,12.0,3.9,4.0,0.316,0.023,0.0,7.16,5.0,7.295,0.381,0.0,4.919,0.052,12.366,0.853,0.568,81.937,11.657,153.607,0.76,80.137,15.248,0.028,70.419,0.946,0.35,44.75,37.0,22.662,0.214,12.75,bot
852,mscbot,10,1,1,1,1.0,236.041,120.003,249.746,0.548,407.696,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,2124.368,2124.368,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,10.0,10.0,0.0,0.0,0.0,bot
853,mumukibot,60,2,16,3,0.188,26.847,0.098,85.368,0.914,0.251,3.75,1.5,5.348,0.556,3.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,2.904,0.469,1.25,0.271,0.0,0.883,0.748,0.064,68.586,0.208,127.388,0.786,58.255,304.473,310.015,129.47,0.206,152.22,30.0,30.0,39.598,0.467,28.0,bot
855,mxnet-bot,12,1,1,1,1.0,147.048,98.576,138.44,0.496,197.069,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1617.531,1617.531,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,bot
856,mysql-oca-bot,72,2,9,1,0.111,30.211,7.998,50.775,0.727,39.997,8.0,4.0,11.203,0.543,5.0,1.889,2.0,0.333,0.052,0.0,1.756,1.0,1.445,0.319,1.0,8.369,0.0,31.662,0.853,0.001,45.047,18.784,61.048,0.636,58.265,19.812,0.001,35.494,0.778,19.1,36.0,36.0,21.213,0.208,15.0,bot
859,nacho-bot,266,7,8,1,0.125,5.899,0.009,22.9,0.919,0.119,33.25,12.0,46.389,0.613,29.75,2.5,2.0,2.0,0.362,2.0,5.216,3.0,10.414,0.565,3.0,7.791,0.024,30.929,0.921,0.094,23.319,7.107,44.014,0.742,22.519,10.571,0.001,26.907,0.855,4.21,38.0,1.0,75.879,0.772,28.0,bot
869,nemobot,5,1,1,1,1.0,294.467,326.192,252.395,0.399,373.23,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1177.867,1177.867,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,5.0,5.0,0.0,0.0,0.0,bot
870,neos-bot,296,3,55,1,0.018,0.545,0.008,2.692,0.956,0.01,5.382,5.0,3.194,0.289,1.5,1.564,2.0,0.536,0.17,1.0,1.316,1.0,1.036,0.22,0.0,0.013,0.0,0.117,0.905,0.0,0.704,0.008,3.072,0.946,0.011,0.098,0.001,0.495,0.935,0.01,98.667,116.0,87.3,0.387,86.0,bot
871,nervos-bot-user,89,2,1,1,1.0,24.817,23.994,9.119,0.077,0.149,89.0,89.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,89.0,89.0,0.0,0.0,0.0,2183.887,2183.887,0.0,0.0,0.0,,,0.0,0.0,,11.933,11.914,11.223,0.411,19.271,44.5,44.5,60.104,0.478,42.5,bot
872,netdata-community-bot,16,2,2,1,0.5,144.209,138.128,141.788,0.472,138.872,8.0,8.0,5.657,0.25,4.0,1.5,1.5,0.707,0.167,0.5,2.286,2.0,1.113,0.25,1.5,163.452,163.604,170.151,0.344,257.767,169.828,127.442,198.557,0.532,126.639,92.32,99.109,60.878,0.342,121.481,8.0,8.0,2.828,0.125,2.0,bot
873,netdatabot,240,5,6,1,0.167,6.282,1.841,7.918,0.596,9.671,40.0,8.5,60.514,0.643,41.5,1.833,1.0,1.602,0.348,0.75,1.702,1.0,1.235,0.316,1.0,3.03,0.0,5.448,0.334,5.375,7.673,2.105,9.087,0.585,10.638,5.949,1.495,7.191,0.59,9.447,48.0,31.0,40.902,0.418,51.0,bot
874,nethbot,96,5,16,2,0.125,20.764,1.002,47.808,0.823,16.364,6.0,4.0,5.61,0.474,5.75,1.438,1.0,0.964,0.253,0.0,1.959,1.0,1.527,0.36,2.0,9.751,0.0,33.451,0.765,0.183,31.142,4.044,56.738,0.744,30.7,20.994,0.962,57.815,0.859,5.73,19.2,5.0,23.134,0.538,21.0,bot
875,netkan-bot,282,5,5,1,0.2,2.271,0.524,3.466,0.692,3.381,56.4,54.0,52.367,0.462,86.0,2.6,3.0,1.517,0.277,3.0,2.058,1.0,1.612,0.363,1.0,2.072,0.0,4.575,0.635,1.515,2.605,0.836,3.77,0.684,3.493,1.276,0.08,2.117,0.706,1.93,56.4,17.0,97.841,0.654,1.0,bot
877,newhighsco-bot,240,3,3,1,0.333,0.412,0.001,2.971,0.98,0.0,80.0,40.0,95.504,0.494,89.0,3.0,3.0,0.0,0.0,0.0,40.0,15.5,59.279,0.611,27.5,6.651,3.543,8.363,0.608,11.291,11.723,6.237,14.551,0.54,5.582,3.278,0.001,7.921,0.853,0.123,80.0,10.0,121.244,0.583,105.0,bot
879,nextcloud-android-bot,269,5,7,3,0.429,3.138,0.249,6.019,0.783,2.28,38.429,39.0,18.165,0.239,22.0,2.429,3.0,1.397,0.286,2.5,1.781,2.0,1.154,0.244,1.0,0.29,0.0,1.296,0.913,0.002,5.315,1.127,7.287,0.674,7.898,2.732,0.001,5.525,0.787,2.332,53.8,31.0,71.342,0.534,9.0,bot
880,nextcloud-bot,300,1,81,23,0.284,0.243,0.01,2.153,0.956,0.036,3.704,2.0,3.726,0.486,3.0,1.0,1.0,0.0,0.0,0.0,1.84,1.0,1.207,0.319,1.5,0.001,0.0,0.003,0.463,0.002,0.447,0.034,2.914,0.925,0.053,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
881,nf-core-bot,300,5,88,18,0.205,4.009,0.001,7.615,0.748,3.56,3.409,3.0,7.057,0.469,2.25,2.443,3.0,1.523,0.331,2.0,1.493,1.0,0.985,0.261,1.0,3.268,0.0,14.735,0.839,0.0,2.709,0.001,6.155,0.776,1.895,0.131,0.0,1.35,0.984,0.001,60.0,35.0,48.985,0.357,38.0,bot
882,ng-alain-bot,300,3,2,1,0.5,1.144,0.0,5.943,0.921,0.223,150.0,150.0,162.635,0.383,115.0,1.5,1.5,0.707,0.167,0.5,4.286,1.0,5.533,0.57,4.75,3.195,0.0,10.458,0.74,1.262,1.718,0.0,6.524,0.908,0.238,0.825,0.0,4.033,0.923,0.151,100.0,132.0,56.294,0.218,49.0,bot
894,niveristand-diff-bot,300,2,2,2,1.0,1.017,0.0,7.835,0.975,0.0,150.0,150.0,209.304,0.493,148.0,1.0,1.0,0.0,0.0,0.0,100.0,51.0,129.642,0.544,122.5,101.407,51.723,132.522,0.549,125.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,209.304,0.493,148.0,bot
895,nmap-bot,15,3,1,1,1.0,139.429,36.501,234.171,0.73,150.247,15.0,15.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,1952.002,1952.002,0.0,0.0,0.0,,,0.0,0.0,,66.286,0.001,93.374,0.663,121.497,5.0,3.0,4.359,0.356,4.0,bot
896,nnfw-bot,164,6,1,1,1.0,13.271,0.991,44.544,0.87,3.968,164.0,164.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,164.0,164.0,0.0,0.0,0.0,2163.215,2163.215,0.0,0.0,0.0,,,0.0,0.0,,15.961,0.819,50.277,0.865,5.022,27.333,25.0,24.809,0.457,33.75,bot
897,nodebb-misty,173,3,19,2,0.105,3.42,0.185,11.319,0.876,1.14,9.105,8.0,9.568,0.362,5.0,1.105,1.0,0.459,0.09,0.0,1.263,1.0,1.664,0.202,0.0,2.579,0.0,18.321,0.669,0.0,1.727,0.154,7.985,0.888,0.35,7.8,1.276,16.327,0.76,8.67,57.667,45.0,63.948,0.486,63.0,bot
898,nodejs-github-bot,195,7,3,2,0.667,0.358,0.068,0.644,0.745,0.406,65.0,1.0,110.851,0.656,96.0,3.0,1.0,3.464,0.444,3.0,48.75,11.0,82.706,0.683,57.75,17.191,9.194,23.762,0.233,26.385,0.224,0.264,0.206,0.404,0.203,0.304,0.001,0.659,0.816,0.296,27.857,6.0,53.819,0.699,10.5,bot
902,normation-quality-assistant,217,3,8,2,0.25,3.17,0.007,11.39,0.907,0.571,27.125,11.0,41.447,0.646,21.5,2.375,3.0,0.916,0.178,1.25,4.617,4.0,3.808,0.403,4.0,7.095,0.014,19.066,0.842,2.105,7.636,1.635,15.262,0.748,8.059,2.273,0.006,7.964,0.908,0.279,72.333,77.0,17.474,0.104,17.0,bot
906,nrel-bot,300,3,4,4,1.0,2.595,0.108,12.371,0.881,0.761,75.0,38.0,98.071,0.548,61.5,1.25,1.0,0.5,0.15,0.25,1.863,1.0,3.973,0.361,1.0,3.975,0.0,16.604,0.816,0.558,0.85,0.001,2.901,0.765,0.744,0.85,0.001,2.901,0.765,0.744,100.0,79.0,111.0,0.487,109.5,bot
907,nrel-bot-2,300,3,4,4,1.0,2.116,0.0,11.617,0.902,0.943,75.0,26.5,112.668,0.61,71.0,1.25,1.0,0.5,0.15,0.25,2.632,1.0,11.048,0.543,1.0,3.978,0.0,17.353,0.827,0.043,1.587,0.001,7.277,0.8,1.34,1.587,0.001,7.277,0.8,1.34,100.0,56.0,126.858,0.538,121.0,bot
908,nrel-bot-2b,300,3,4,4,1.0,3.701,0.039,15.065,0.871,1.31,75.0,51.0,82.515,0.495,69.5,1.25,1.0,0.5,0.15,0.25,1.604,1.0,1.215,0.26,1.0,5.077,0.0,19.01,0.809,1.05,0.846,0.0,2.259,0.702,1.105,0.846,0.0,2.259,0.702,1.105,100.0,92.0,89.269,0.396,89.0,bot
909,nrel-bot-2c,300,3,4,4,1.0,2.746,0.033,11.593,0.87,1.126,75.0,51.5,83.654,0.505,72.5,1.25,1.0,0.5,0.15,0.25,1.775,1.0,2.023,0.329,1.0,4.092,0.0,16.448,0.811,0.681,0.771,0.0,2.283,0.716,1.114,0.771,0.0,2.283,0.716,1.114,100.0,82.0,86.418,0.378,85.0,bot
910,nrel-bot-3,300,3,4,4,1.0,2.043,0.0,8.399,0.885,0.674,75.0,23.5,118.634,0.64,74.0,1.25,1.0,0.5,0.15,0.25,3.125,1.0,13.583,0.608,1.0,5.64,0.0,16.541,0.73,1.03,0.731,0.001,2.482,0.719,0.891,0.731,0.001,2.482,0.719,0.891,100.0,46.0,133.462,0.556,125.0,bot
911,nsmbot,260,6,39,1,0.026,0.104,0.001,1.509,0.984,0.003,6.667,2.0,17.949,0.739,1.0,1.974,2.0,1.158,0.278,1.0,1.646,1.0,1.428,0.327,1.0,0.011,0.0,0.116,0.905,0.0,0.16,0.001,1.935,0.987,0.002,0.014,0.001,0.109,0.903,0.003,43.333,37.5,26.158,0.276,18.75,bot
912,nur-bot,300,1,2,1,0.5,0.602,0.127,1.046,0.727,0.788,150.0,150.0,9.899,0.023,7.0,1.0,1.0,0.0,0.0,0.0,1.948,2.0,0.891,0.213,1.0,0.564,0.002,1.567,0.848,0.004,0.609,0.139,0.976,0.665,0.513,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
914,nuxeo-platform-jx-bot,213,5,9,1,0.111,10.378,2.929,15.486,0.682,14.468,23.667,14.0,29.602,0.523,10.0,1.667,2.0,0.707,0.207,1.0,2.341,2.0,1.648,0.333,1.0,10.803,0.247,27.848,0.799,2.145,13.523,9.972,14.466,0.495,13.031,7.987,5.585,11.097,0.618,11.706,42.6,8.0,59.99,0.614,43.0,bot
918,obs-bot,48,2,2,2,1.0,44.527,20.997,71.681,0.675,56.952,24.0,24.0,32.527,0.479,23.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,25.981,0.625,22.5,619.028,0.0,1072.188,0.0,928.542,117.833,117.833,96.076,0.288,67.936,117.833,117.833,96.076,0.288,67.936,24.0,24.0,32.527,0.479,23.0,bot
919,ocfbot,38,2,5,1,0.2,46.054,0.0,77.642,0.665,71.996,7.6,6.0,5.177,0.337,8.0,2.0,2.0,0.0,0.0,0.0,2.111,2.0,0.471,0.05,0.0,2.667,0.0,11.314,0.875,0.0,97.412,72.001,90.786,0.497,143.999,28.645,0.0,56.937,0.72,35.999,19.0,19.0,0.0,0.0,0.0,bot
920,octokit-fixture-user-a,201,4,101,1,0.01,2.431,0.002,7.316,0.901,0.004,1.99,2.0,0.889,0.239,2.0,1.99,2.0,0.889,0.239,2.0,1.99,2.0,0.889,0.239,2.0,0.001,0.001,0.001,0.158,0.001,4.861,0.004,9.781,0.802,0.002,0.192,0.001,2.39,0.987,0.003,50.25,39.5,34.942,0.3,20.75,bot
921,octokitbot,200,5,50,2,0.04,5.063,0.002,17.029,0.904,0.033,4.0,2.0,5.459,0.546,1.0,1.9,2.0,0.814,0.215,1.0,1.869,2.0,1.421,0.287,1.0,2.649,0.0,19.084,0.933,0.0,6.832,0.005,19.991,0.893,0.109,4.492,0.002,17.458,0.913,0.056,40.0,46.0,22.394,0.278,21.0,bot
922,odlbot,122,6,8,1,0.125,5.518,0.001,15.411,0.871,2.129,15.25,12.0,14.587,0.443,13.75,4.125,4.0,0.354,0.027,0.0,2.837,2.0,1.617,0.243,1.0,1.08,0.001,3.773,0.905,0.001,14.792,3.482,23.443,0.702,16.512,5.534,0.001,15.574,0.874,2.084,20.333,25.0,15.68,0.377,24.0,bot
925,oll-bot,300,2,35,9,0.257,2.164,0.001,7.457,0.909,0.104,8.571,5.0,9.838,0.545,10.0,1.114,1.0,0.323,0.091,0.0,1.205,1.0,0.442,0.139,0.0,0.068,0.0,0.807,0.96,0.0,2.54,0.002,8.101,0.895,0.279,0.038,0.024,0.051,0.61,0.053,150.0,150.0,149.907,0.353,106.0,bot
926,omex-github-bot-internal,20,2,1,1,1.0,91.152,0.001,177.158,0.751,83.986,20.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1731.886,1731.886,0.0,0.0,0.0,,,0.0,0.0,,65.831,0.001,168.831,0.812,32.5,10.0,10.0,0.0,0.0,0.0,bot
928,oneamexbot,93,7,6,1,0.167,23.251,0.001,48.59,0.804,21.304,15.5,11.5,13.398,0.432,16.5,3.167,4.0,1.329,0.184,1.5,4.65,4.0,4.452,0.412,4.0,50.15,0.001,105.487,0.795,4.238,59.797,29.065,53.937,0.48,85.342,21.576,0.001,42.978,0.783,22.018,13.286,14.0,8.056,0.313,8.5,bot
929,ontobot,166,4,2,2,1.0,13.148,10.941,16.352,0.538,23.643,83.0,83.0,107.48,0.458,76.0,3.0,3.0,1.414,0.167,1.0,11.067,1.0,13.583,0.595,16.5,132.654,0.0,188.209,0.296,222.302,12.832,12.199,8.765,0.37,17.599,9.48,3.169,14.795,0.618,12.87,41.5,50.0,26.388,0.271,15.0,bot
930,open-nasa-robot,10,1,1,1,1.0,178.389,0.092,328.708,0.762,95.516,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1605.505,1605.505,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,10.0,10.0,0.0,0.0,0.0,bot
931,opencollective-robot,300,2,1,1,1.0,2.189,0.001,7.784,0.918,0.0,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,654.496,654.496,0.0,0.0,0.0,,,0.0,0.0,,11.548,12.392,11.149,0.428,11.125,150.0,150.0,209.304,0.493,148.0,bot
932,opencv-pushbot,50,5,4,3,0.75,42.297,0.019,105.957,0.863,7.765,12.5,6.0,15.155,0.5,11.0,2.5,3.0,1.0,0.15,0.5,4.167,3.0,5.132,0.453,2.0,48.232,0.018,86.823,0.682,45.274,135.799,33.439,182.929,0.659,225.524,40.216,0.019,91.372,0.847,9.262,10.0,5.0,9.487,0.456,13.0,bot
933,openhab-bot,300,8,10,2,0.2,0.376,0.083,0.773,0.757,0.346,30.0,42.0,20.564,0.349,36.0,3.0,3.0,1.414,0.22,0.0,3.03,3.0,1.064,0.177,1.0,0.373,0.281,0.505,0.533,0.362,0.771,0.32,1.136,0.655,0.705,0.381,0.06,0.797,0.775,0.326,37.5,4.5,49.388,0.617,76.5,bot
934,openjdk-bot,300,3,9,2,0.222,1.52,0.498,3.641,0.723,1.228,33.333,6.0,64.01,0.718,19.0,1.556,2.0,0.527,0.159,1.0,2.29,1.0,2.4,0.432,1.0,2.477,0.0,9.216,0.782,0.542,1.0,0.471,1.511,0.633,0.858,0.895,0.47,1.199,0.603,0.863,100.0,79.0,100.165,0.438,98.5,bot
935,openmrs-bot,126,2,26,2,0.077,16.287,0.001,66.29,0.919,0.279,4.846,3.0,4.855,0.329,0.0,1.923,2.0,0.272,0.037,0.0,2.471,3.0,0.946,0.2,1.0,8.302,0.001,50.967,0.966,0.001,32.249,0.346,89.544,0.819,30.013,13.286,0.0,48.564,0.917,0.001,63.0,63.0,28.284,0.159,20.0,bot
936,openpracticelibrary-bot,123,5,1,1,1.0,17.079,0.054,53.939,0.881,2.89,123.0,123.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,123.0,123.0,0.0,0.0,0.0,2083.599,2083.599,0.0,0.0,0.0,,,0.0,0.0,,15.416,0.019,43.051,0.846,2.966,24.6,35.0,22.512,0.436,34.0,bot
937,openshift-cherrypick-robot,300,3,55,10,0.182,0.308,0.0,2.266,0.944,0.013,5.455,2.0,17.093,0.695,2.0,1.436,1.0,0.501,0.171,1.0,1.471,1.0,0.719,0.218,1.0,0.013,0.0,0.117,0.926,0.0,0.44,0.001,2.74,0.936,0.061,0.143,0.0,1.463,0.953,0.002,100.0,87.0,23.388,0.091,20.5,bot
938,openshift-merge-robot,212,2,81,16,0.198,0.243,0.011,0.646,0.826,0.151,2.617,1.0,2.905,0.457,2.0,1.173,1.0,0.38,0.122,0.0,1.359,1.0,0.544,0.182,1.0,0.001,0.0,0.006,0.854,0.0,0.33,0.048,0.735,0.778,0.369,0.644,0.284,1.09,0.667,0.671,106.0,106.0,9.899,0.033,7.0,bot
939,openssl-machine,251,5,7,1,0.143,1.753,0.072,4.108,0.795,1.151,35.857,3.0,85.624,0.791,2.5,1.571,1.0,1.512,0.312,0.0,7.844,1.0,15.23,0.7,10.75,11.531,0.0,30.266,0.66,3.925,2.231,0.459,3.961,0.699,3.071,2.896,0.467,5.598,0.76,3.591,50.2,13.0,66.579,0.614,83.0,bot
940,openui5bot,300,5,15,1,0.067,0.951,0.174,3.148,0.831,0.464,20.0,2.0,68.616,0.844,0.0,1.4,1.0,1.121,0.254,0.0,7.5,1.0,15.317,0.739,2.5,5.078,0.0,10.689,0.362,1.445,2.087,0.026,6.058,0.889,0.327,0.416,0.043,1.126,0.802,0.442,60.0,5.0,126.909,0.767,3.0,bot
941,osg-bot,92,5,1,1,1.0,24.078,3.493,40.876,0.732,29.127,92.0,92.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,2191.072,2191.072,0.0,0.0,0.0,,,0.0,0.0,,19.173,0.012,36.667,0.774,21.876,18.4,17.0,11.992,0.322,12.0,bot
942,osrfbuild,225,3,2,2,1.0,9.115,0.514,30.064,0.873,2.555,112.5,112.5,0.707,0.002,0.5,2.0,2.0,0.0,0.0,0.0,1.52,1.0,1.027,0.266,1.0,4.897,0.0,23.816,0.801,0.409,8.959,0.006,34.637,0.919,0.983,7.562,0.058,29.078,0.903,1.724,75.0,74.0,1.732,0.009,1.5,bot
944,ovh-cds,300,4,8,1,0.125,5.561,0.492,13.073,0.806,3.899,37.5,28.0,39.67,0.526,45.0,1.875,2.0,0.641,0.158,0.25,2.679,2.0,3.177,0.453,2.0,6.622,0.001,22.034,0.797,1.419,8.299,1.427,14.383,0.734,8.683,1.08,0.256,1.797,0.677,0.873,75.0,7.0,139.413,0.713,78.0,bot
945,ovh-ux-cds,86,4,2,1,0.5,25.513,1.872,43.464,0.753,31.615,43.0,43.0,46.669,0.384,33.0,3.0,3.0,1.414,0.167,1.0,7.818,3.0,7.387,0.471,12.0,170.625,69.942,228.559,0.647,336.899,29.17,17.866,30.607,0.529,31.981,15.484,0.106,35.655,0.829,15.438,21.5,19.5,10.847,0.238,11.5,bot
946,owo-bot,9,1,2,2,1.0,176.245,0.781,318.372,0.754,212.246,4.5,4.5,0.707,0.056,0.5,1.0,1.0,0.0,0.0,0.0,3.0,4.0,1.732,0.222,1.5,168.129,175.157,164.728,0.153,164.615,452.788,452.788,639.963,0.5,452.522,,,0.0,0.0,,9.0,9.0,0.0,0.0,0.0,bot
949,pagopa-github-bot,174,6,18,1,0.056,1.924,0.002,6.866,0.889,0.494,9.667,6.5,8.905,0.397,8.0,2.833,3.0,0.924,0.173,1.75,2.26,2.0,1.584,0.317,1.0,2.016,0.001,9.931,0.917,0.001,2.337,0.071,9.097,0.889,0.456,1.613,0.001,7.281,0.929,0.306,29.0,29.5,12.264,0.205,19.75,bot
950,paketo-bot,203,8,98,3,0.031,0.176,0.001,0.996,0.952,0.015,2.071,2.0,1.254,0.312,1.75,2.02,2.0,1.193,0.305,1.75,1.504,1.0,0.571,0.185,1.0,0.069,0.0,0.789,0.981,0.0,0.197,0.005,0.935,0.926,0.026,0.167,0.001,0.949,0.953,0.013,25.375,23.0,19.617,0.406,35.25,bot
953,pangeo-bot,138,4,7,5,0.714,15.439,0.596,44.926,0.85,11.95,19.714,11.0,22.838,0.551,21.5,1.714,1.0,1.113,0.286,1.0,1.769,1.0,1.503,0.348,1.0,4.302,0.0,15.136,0.743,0.041,23.111,1.216,58.372,0.85,12.269,15.996,0.042,51.385,0.9,1.979,34.5,29.0,19.824,0.25,11.5,bot
955,pantheon-ci-bot,287,9,32,3,0.094,4.115,0.001,29.861,0.978,0.005,8.969,1.0,13.606,0.671,10.25,2.344,1.0,1.928,0.396,2.0,3.5,2.0,5.6,0.535,2.0,0.015,0.002,0.042,0.761,0.006,14.513,0.009,54.989,0.935,0.201,4.866,0.001,32.733,0.974,0.005,31.889,26.0,33.024,0.528,36.0,bot
958,particularbot,300,3,70,1,0.014,1.841,0.012,14.214,0.954,0.311,4.286,4.0,1.456,0.174,1.75,2.057,2.0,0.234,0.026,0.0,1.974,2.0,0.161,0.013,0.0,0.003,0.0,0.023,0.902,0.0,3.643,0.31,19.869,0.917,0.488,1.931,0.001,14.762,0.96,0.247,100.0,146.0,80.542,0.311,70.0,bot
963,pcbsd-commit-bot,6,1,2,1,0.5,309.407,146.291,422.692,0.589,209.388,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.2,1.0,0.447,0.133,0.0,2.053,0.0,4.591,0.0,0.0,384.193,212.119,448.262,0.497,342.595,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0,bot
964,pcf-redis-bot,58,4,3,1,0.333,35.735,0.598,57.685,0.746,43.341,19.333,9.0,24.214,0.517,22.5,2.0,2.0,1.0,0.222,1.0,3.867,1.0,5.502,0.579,2.5,116.799,0.0,264.566,0.605,0.308,20.349,3.041,36.448,0.747,26.18,13.377,0.052,29.214,0.809,9.338,14.5,3.5,23.728,0.647,14.5,bot
966,pelias-bot,9,1,2,1,0.5,178.494,108.667,210.927,0.587,257.484,4.5,4.5,4.95,0.389,3.5,1.0,1.0,0.0,0.0,0.0,4.5,4.5,4.95,0.389,3.5,533.18,533.18,754.03,0.0,533.18,361.594,361.594,0.0,0.0,0.0,,,0.0,0.0,,9.0,9.0,0.0,0.0,0.0,bot
967,pep8speaks,300,1,176,69,0.392,1.759,0.781,2.531,0.64,1.983,1.705,1.0,2.115,0.363,0.0,1.0,1.0,0.0,0.0,0.0,1.087,1.0,0.39,0.076,0.0,0.044,0.0,0.266,0.613,0.0,1.869,0.858,2.602,0.627,2.189,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
